image_path,target
.\input\preprocessed_image\m\m22.jpg,22
.\input\preprocessed_image\f\f73.jpg,15
.\input\preprocessed_image\y\y951.jpg,34
.\input\preprocessed_image\6\6728.jpg,6
.\input\preprocessed_image\6\6396.jpg,6
.\input\preprocessed_image\s\s769.jpg,28
.\input\preprocessed_image\l\l90.jpg,21
.\input\preprocessed_image\a\a307.jpg,10
.\input\preprocessed_image\l\l879.jpg,21
.\input\preprocessed_image\9\9177.jpg,9
.\input\preprocessed_image\g\g243.jpg,16
.\input\preprocessed_image\z\z143.jpg,35
.\input\preprocessed_image\7\7860.jpg,7
.\input\preprocessed_image\w\w157.jpg,32
.\input\preprocessed_image\k\k752.jpg,20
.\input\preprocessed_image\e\e448.jpg,14
.\input\preprocessed_image\t\t90.jpg,29
.\input\preprocessed_image\d\d658.jpg,13
.\input\preprocessed_image\k\k778.jpg,20
.\input\preprocessed_image\k\k792.jpg,20
.\input\preprocessed_image\b\b673.jpg,11
.\input\preprocessed_image\e\e771.jpg,14
.\input\preprocessed_image\e\e369.jpg,14
.\input\preprocessed_image\h\h559.jpg,17
.\input\preprocessed_image\6\6696.jpg,6
.\input\preprocessed_image\3\3950.jpg,3
.\input\preprocessed_image\n\n880.jpg,23
.\input\preprocessed_image\s\s140.jpg,28
.\input\preprocessed_image\4\4175.jpg,4
.\input\preprocessed_image\x\x182.jpg,33
.\input\preprocessed_image\3\3137.jpg,3
.\input\preprocessed_image\o\o0.jpg,24
.\input\preprocessed_image\o\o984.jpg,24
.\input\preprocessed_image\c\c985.jpg,12
.\input\preprocessed_image\p\p856.jpg,25
.\input\preprocessed_image\1\1694.jpg,1
.\input\preprocessed_image\d\d772.jpg,13
.\input\preprocessed_image\r\r144.jpg,27
.\input\preprocessed_image\d\d210.jpg,13
.\input\preprocessed_image\y\y85.jpg,34
.\input\preprocessed_image\u\u940.jpg,30
.\input\preprocessed_image\f\f373.jpg,15
.\input\preprocessed_image\g\g348.jpg,16
.\input\preprocessed_image\s\s887.jpg,28
.\input\preprocessed_image\n\n186.jpg,23
.\input\preprocessed_image\4\4992.jpg,4
.\input\preprocessed_image\o\o165.jpg,24
.\input\preprocessed_image\a\a748.jpg,10
.\input\preprocessed_image\7\7460.jpg,7
.\input\preprocessed_image\w\w800.jpg,32
.\input\preprocessed_image\l\l247.jpg,21
.\input\preprocessed_image\q\q489.jpg,26
.\input\preprocessed_image\w\w264.jpg,32
.\input\preprocessed_image\m\m568.jpg,22
.\input\preprocessed_image\7\7877.jpg,7
.\input\preprocessed_image\y\y175.jpg,34
.\input\preprocessed_image\h\h805.jpg,17
.\input\preprocessed_image\t\t739.jpg,29
.\input\preprocessed_image\9\9603.jpg,9
.\input\preprocessed_image\9\9752.jpg,9
.\input\preprocessed_image\l\l669.jpg,21
.\input\preprocessed_image\v\v548.jpg,31
.\input\preprocessed_image\3\3961.jpg,3
.\input\preprocessed_image\5\5586.jpg,5
.\input\preprocessed_image\l\l370.jpg,21
.\input\preprocessed_image\f\f308.jpg,15
.\input\preprocessed_image\5\5963.jpg,5
.\input\preprocessed_image\1\1701.jpg,1
.\input\preprocessed_image\m\m520.jpg,22
.\input\preprocessed_image\z\z335.jpg,35
.\input\preprocessed_image\7\7232.jpg,7
.\input\preprocessed_image\l\l885.jpg,21
.\input\preprocessed_image\8\8348.jpg,8
.\input\preprocessed_image\g\g579.jpg,16
.\input\preprocessed_image\l\l649.jpg,21
.\input\preprocessed_image\g\g532.jpg,16
.\input\preprocessed_image\q\q387.jpg,26
.\input\preprocessed_image\5\5614.jpg,5
.\input\preprocessed_image\i\i699.jpg,18
.\input\preprocessed_image\a\a629.jpg,10
.\input\preprocessed_image\m\m675.jpg,22
.\input\preprocessed_image\l\l592.jpg,21
.\input\preprocessed_image\w\w649.jpg,32
.\input\preprocessed_image\r\r424.jpg,27
.\input\preprocessed_image\9\9358.jpg,9
.\input\preprocessed_image\q\q41.jpg,26
.\input\preprocessed_image\q\q468.jpg,26
.\input\preprocessed_image\n\n321.jpg,23
.\input\preprocessed_image\m\m449.jpg,22
.\input\preprocessed_image\y\y738.jpg,34
.\input\preprocessed_image\b\b645.jpg,11
.\input\preprocessed_image\n\n590.jpg,23
.\input\preprocessed_image\4\4443.jpg,4
.\input\preprocessed_image\3\3177.jpg,3
.\input\preprocessed_image\p\p602.jpg,25
.\input\preprocessed_image\w\w33.jpg,32
.\input\preprocessed_image\k\k395.jpg,20
.\input\preprocessed_image\3\3422.jpg,3
.\input\preprocessed_image\k\k203.jpg,20
.\input\preprocessed_image\e\e79.jpg,14
.\input\preprocessed_image\5\5568.jpg,5
.\input\preprocessed_image\4\4321.jpg,4
.\input\preprocessed_image\n\n226.jpg,23
.\input\preprocessed_image\8\8605.jpg,8
.\input\preprocessed_image\h\h206.jpg,17
.\input\preprocessed_image\y\y325.jpg,34
.\input\preprocessed_image\l\l636.jpg,21
.\input\preprocessed_image\s\s898.jpg,28
.\input\preprocessed_image\k\k535.jpg,20
.\input\preprocessed_image\n\n194.jpg,23
.\input\preprocessed_image\b\b109.jpg,11
.\input\preprocessed_image\z\z40.jpg,35
.\input\preprocessed_image\1\1578.jpg,1
.\input\preprocessed_image\k\k550.jpg,20
.\input\preprocessed_image\c\c162.jpg,12
.\input\preprocessed_image\j\j749.jpg,19
.\input\preprocessed_image\4\4315.jpg,4
.\input\preprocessed_image\r\r877.jpg,27
.\input\preprocessed_image\i\i254.jpg,18
.\input\preprocessed_image\p\p491.jpg,25
.\input\preprocessed_image\4\4929.jpg,4
.\input\preprocessed_image\o\o988.jpg,24
.\input\preprocessed_image\r\r543.jpg,27
.\input\preprocessed_image\9\9427.jpg,9
.\input\preprocessed_image\w\w899.jpg,32
.\input\preprocessed_image\7\7907.jpg,7
.\input\preprocessed_image\l\l280.jpg,21
.\input\preprocessed_image\2\2664.jpg,2
.\input\preprocessed_image\e\e139.jpg,14
.\input\preprocessed_image\a\a792.jpg,10
.\input\preprocessed_image\0\0918.jpg,0
.\input\preprocessed_image\y\y360.jpg,34
.\input\preprocessed_image\z\z350.jpg,35
.\input\preprocessed_image\d\d862.jpg,13
.\input\preprocessed_image\c\c346.jpg,12
.\input\preprocessed_image\g\g585.jpg,16
.\input\preprocessed_image\s\s563.jpg,28
.\input\preprocessed_image\3\3850.jpg,3
.\input\preprocessed_image\u\u810.jpg,30
.\input\preprocessed_image\9\984.jpg,9
.\input\preprocessed_image\l\l766.jpg,21
.\input\preprocessed_image\y\y187.jpg,34
.\input\preprocessed_image\6\6967.jpg,6
.\input\preprocessed_image\i\i224.jpg,18
.\input\preprocessed_image\m\m931.jpg,22
.\input\preprocessed_image\x\x924.jpg,33
.\input\preprocessed_image\q\q143.jpg,26
.\input\preprocessed_image\j\j659.jpg,19
.\input\preprocessed_image\z\z102.jpg,35
.\input\preprocessed_image\z\z106.jpg,35
.\input\preprocessed_image\t\t529.jpg,29
.\input\preprocessed_image\d\d898.jpg,13
.\input\preprocessed_image\x\x20.jpg,33
.\input\preprocessed_image\f\f316.jpg,15
.\input\preprocessed_image\x\x68.jpg,33
.\input\preprocessed_image\8\8786.jpg,8
.\input\preprocessed_image\3\3557.jpg,3
.\input\preprocessed_image\n\n192.jpg,23
.\input\preprocessed_image\7\7178.jpg,7
.\input\preprocessed_image\r\r521.jpg,27
.\input\preprocessed_image\m\m891.jpg,22
.\input\preprocessed_image\m\m160.jpg,22
.\input\preprocessed_image\u\u87.jpg,30
.\input\preprocessed_image\v\v853.jpg,31
.\input\preprocessed_image\i\i294.jpg,18
.\input\preprocessed_image\c\c656.jpg,12
.\input\preprocessed_image\s\s939.jpg,28
.\input\preprocessed_image\5\5806.jpg,5
.\input\preprocessed_image\y\y523.jpg,34
.\input\preprocessed_image\v\v674.jpg,31
.\input\preprocessed_image\r\r248.jpg,27
.\input\preprocessed_image\8\8925.jpg,8
.\input\preprocessed_image\9\9891.jpg,9
.\input\preprocessed_image\1\1493.jpg,1
.\input\preprocessed_image\b\b18.jpg,11
.\input\preprocessed_image\1\1910.jpg,1
.\input\preprocessed_image\z\z460.jpg,35
.\input\preprocessed_image\2\2426.jpg,2
.\input\preprocessed_image\c\c49.jpg,12
.\input\preprocessed_image\c\c171.jpg,12
.\input\preprocessed_image\c\c840.jpg,12
.\input\preprocessed_image\6\6768.jpg,6
.\input\preprocessed_image\4\4402.jpg,4
.\input\preprocessed_image\b\b552.jpg,11
.\input\preprocessed_image\0\0207.jpg,0
.\input\preprocessed_image\p\p578.jpg,25
.\input\preprocessed_image\o\o455.jpg,24
.\input\preprocessed_image\g\g49.jpg,16
.\input\preprocessed_image\q\q375.jpg,26
.\input\preprocessed_image\j\j759.jpg,19
.\input\preprocessed_image\d\d457.jpg,13
.\input\preprocessed_image\2\22.jpg,2
.\input\preprocessed_image\f\f102.jpg,15
.\input\preprocessed_image\e\e80.jpg,14
.\input\preprocessed_image\8\8140.jpg,8
.\input\preprocessed_image\r\r903.jpg,27
.\input\preprocessed_image\w\w2.jpg,32
.\input\preprocessed_image\o\o269.jpg,24
.\input\preprocessed_image\d\d128.jpg,13
.\input\preprocessed_image\v\v748.jpg,31
.\input\preprocessed_image\b\b998.jpg,11
.\input\preprocessed_image\e\e792.jpg,14
.\input\preprocessed_image\s\s586.jpg,28
.\input\preprocessed_image\a\a678.jpg,10
.\input\preprocessed_image\z\z9.jpg,35
.\input\preprocessed_image\4\4853.jpg,4
.\input\preprocessed_image\0\0591.jpg,0
.\input\preprocessed_image\i\i153.jpg,18
.\input\preprocessed_image\e\e39.jpg,14
.\input\preprocessed_image\q\q481.jpg,26
.\input\preprocessed_image\8\8985.jpg,8
.\input\preprocessed_image\o\o830.jpg,24
.\input\preprocessed_image\v\v519.jpg,31
.\input\preprocessed_image\a\a352.jpg,10
.\input\preprocessed_image\d\d693.jpg,13
.\input\preprocessed_image\4\4182.jpg,4
.\input\preprocessed_image\q\q85.jpg,26
.\input\preprocessed_image\n\n265.jpg,23
.\input\preprocessed_image\1\1926.jpg,1
.\input\preprocessed_image\7\794.jpg,7
.\input\preprocessed_image\8\84.jpg,8
.\input\preprocessed_image\1\1936.jpg,1
.\input\preprocessed_image\i\i49.jpg,18
.\input\preprocessed_image\5\5663.jpg,5
.\input\preprocessed_image\1\1485.jpg,1
.\input\preprocessed_image\5\5123.jpg,5
.\input\preprocessed_image\v\v644.jpg,31
.\input\preprocessed_image\a\a886.jpg,10
.\input\preprocessed_image\l\l791.jpg,21
.\input\preprocessed_image\8\8425.jpg,8
.\input\preprocessed_image\q\q351.jpg,26
.\input\preprocessed_image\5\5276.jpg,5
.\input\preprocessed_image\b\b995.jpg,11
.\input\preprocessed_image\j\j399.jpg,19
.\input\preprocessed_image\p\p417.jpg,25
.\input\preprocessed_image\1\1702.jpg,1
.\input\preprocessed_image\8\8312.jpg,8
.\input\preprocessed_image\6\6920.jpg,6
.\input\preprocessed_image\4\4548.jpg,4
.\input\preprocessed_image\m\m76.jpg,22
.\input\preprocessed_image\0\0170.jpg,0
.\input\preprocessed_image\7\7433.jpg,7
.\input\preprocessed_image\l\l661.jpg,21
.\input\preprocessed_image\3\3432.jpg,3
.\input\preprocessed_image\u\u869.jpg,30
.\input\preprocessed_image\b\b971.jpg,11
.\input\preprocessed_image\v\v719.jpg,31
.\input\preprocessed_image\a\a216.jpg,10
.\input\preprocessed_image\o\o584.jpg,24
.\input\preprocessed_image\5\5747.jpg,5
.\input\preprocessed_image\7\7436.jpg,7
.\input\preprocessed_image\u\u390.jpg,30
.\input\preprocessed_image\x\x189.jpg,33
.\input\preprocessed_image\3\3506.jpg,3
.\input\preprocessed_image\1\163.jpg,1
.\input\preprocessed_image\n\n180.jpg,23
.\input\preprocessed_image\d\d994.jpg,13
.\input\preprocessed_image\m\m663.jpg,22
.\input\preprocessed_image\6\6378.jpg,6
.\input\preprocessed_image\e\e613.jpg,14
.\input\preprocessed_image\d\d132.jpg,13
.\input\preprocessed_image\2\2881.jpg,2
.\input\preprocessed_image\6\6306.jpg,6
.\input\preprocessed_image\c\c659.jpg,12
.\input\preprocessed_image\2\2595.jpg,2
.\input\preprocessed_image\e\e536.jpg,14
.\input\preprocessed_image\h\h52.jpg,17
.\input\preprocessed_image\5\5432.jpg,5
.\input\preprocessed_image\o\o2.jpg,24
.\input\preprocessed_image\h\h666.jpg,17
.\input\preprocessed_image\4\4297.jpg,4
.\input\preprocessed_image\2\2716.jpg,2
.\input\preprocessed_image\j\j394.jpg,19
.\input\preprocessed_image\q\q145.jpg,26
.\input\preprocessed_image\v\v775.jpg,31
.\input\preprocessed_image\8\8507.jpg,8
.\input\preprocessed_image\q\q984.jpg,26
.\input\preprocessed_image\y\y18.jpg,34
.\input\preprocessed_image\l\l79.jpg,21
.\input\preprocessed_image\u\u839.jpg,30
.\input\preprocessed_image\8\8455.jpg,8
.\input\preprocessed_image\i\i165.jpg,18
.\input\preprocessed_image\2\2163.jpg,2
.\input\preprocessed_image\2\2289.jpg,2
.\input\preprocessed_image\v\v886.jpg,31
.\input\preprocessed_image\y\y29.jpg,34
.\input\preprocessed_image\c\c778.jpg,12
.\input\preprocessed_image\0\0436.jpg,0
.\input\preprocessed_image\g\g72.jpg,16
.\input\preprocessed_image\8\8445.jpg,8
.\input\preprocessed_image\i\i31.jpg,18
.\input\preprocessed_image\w\w824.jpg,32
.\input\preprocessed_image\2\269.jpg,2
.\input\preprocessed_image\n\n532.jpg,23
.\input\preprocessed_image\p\p411.jpg,25
.\input\preprocessed_image\u\u75.jpg,30
.\input\preprocessed_image\j\j194.jpg,19
.\input\preprocessed_image\9\9950.jpg,9
.\input\preprocessed_image\u\u370.jpg,30
.\input\preprocessed_image\p\p274.jpg,25
.\input\preprocessed_image\w\w420.jpg,32
.\input\preprocessed_image\8\8828.jpg,8
.\input\preprocessed_image\w\w624.jpg,32
.\input\preprocessed_image\6\6212.jpg,6
.\input\preprocessed_image\8\8731.jpg,8
.\input\preprocessed_image\t\t894.jpg,29
.\input\preprocessed_image\c\c298.jpg,12
.\input\preprocessed_image\h\h859.jpg,17
.\input\preprocessed_image\e\e808.jpg,14
.\input\preprocessed_image\t\t16.jpg,29
.\input\preprocessed_image\x\x234.jpg,33
.\input\preprocessed_image\u\u347.jpg,30
.\input\preprocessed_image\j\j104.jpg,19
.\input\preprocessed_image\i\i155.jpg,18
.\input\preprocessed_image\3\3477.jpg,3
.\input\preprocessed_image\u\u315.jpg,30
.\input\preprocessed_image\c\c964.jpg,12
.\input\preprocessed_image\l\l204.jpg,21
.\input\preprocessed_image\z\z427.jpg,35
.\input\preprocessed_image\f\f478.jpg,15
.\input\preprocessed_image\m\m996.jpg,22
.\input\preprocessed_image\e\e75.jpg,14
.\input\preprocessed_image\t\t503.jpg,29
.\input\preprocessed_image\0\0770.jpg,0
.\input\preprocessed_image\t\t179.jpg,29
.\input\preprocessed_image\g\g548.jpg,16
.\input\preprocessed_image\x\x821.jpg,33
.\input\preprocessed_image\g\g288.jpg,16
.\input\preprocessed_image\v\v513.jpg,31
.\input\preprocessed_image\v\v672.jpg,31
.\input\preprocessed_image\x\x899.jpg,33
.\input\preprocessed_image\9\9651.jpg,9
.\input\preprocessed_image\1\1539.jpg,1
.\input\preprocessed_image\i\i567.jpg,18
.\input\preprocessed_image\i\i230.jpg,18
.\input\preprocessed_image\3\3534.jpg,3
.\input\preprocessed_image\v\v188.jpg,31
.\input\preprocessed_image\q\q758.jpg,26
.\input\preprocessed_image\8\8982.jpg,8
.\input\preprocessed_image\m\m257.jpg,22
.\input\preprocessed_image\2\219.jpg,2
.\input\preprocessed_image\m\m312.jpg,22
.\input\preprocessed_image\t\t210.jpg,29
.\input\preprocessed_image\h\h707.jpg,17
.\input\preprocessed_image\6\6350.jpg,6
.\input\preprocessed_image\l\l859.jpg,21
.\input\preprocessed_image\z\z884.jpg,35
.\input\preprocessed_image\h\h70.jpg,17
.\input\preprocessed_image\z\z357.jpg,35
.\input\preprocessed_image\w\w259.jpg,32
.\input\preprocessed_image\9\936.jpg,9
.\input\preprocessed_image\0\0837.jpg,0
.\input\preprocessed_image\f\f104.jpg,15
.\input\preprocessed_image\c\c34.jpg,12
.\input\preprocessed_image\x\x948.jpg,33
.\input\preprocessed_image\q\q643.jpg,26
.\input\preprocessed_image\j\j109.jpg,19
.\input\preprocessed_image\i\i12.jpg,18
.\input\preprocessed_image\j\j698.jpg,19
.\input\preprocessed_image\1\1984.jpg,1
.\input\preprocessed_image\z\z271.jpg,35
.\input\preprocessed_image\t\t180.jpg,29
.\input\preprocessed_image\u\u907.jpg,30
.\input\preprocessed_image\o\o178.jpg,24
.\input\preprocessed_image\p\p179.jpg,25
.\input\preprocessed_image\o\o215.jpg,24
.\input\preprocessed_image\y\y324.jpg,34
.\input\preprocessed_image\e\e266.jpg,14
.\input\preprocessed_image\1\178.jpg,1
.\input\preprocessed_image\d\d147.jpg,13
.\input\preprocessed_image\c\c215.jpg,12
.\input\preprocessed_image\e\e929.jpg,14
.\input\preprocessed_image\y\y293.jpg,34
.\input\preprocessed_image\k\k934.jpg,20
.\input\preprocessed_image\u\u786.jpg,30
.\input\preprocessed_image\a\a589.jpg,10
.\input\preprocessed_image\z\z434.jpg,35
.\input\preprocessed_image\r\r526.jpg,27
.\input\preprocessed_image\b\b852.jpg,11
.\input\preprocessed_image\l\l734.jpg,21
.\input\preprocessed_image\z\z557.jpg,35
.\input\preprocessed_image\j\j463.jpg,19
.\input\preprocessed_image\8\8424.jpg,8
.\input\preprocessed_image\z\z58.jpg,35
.\input\preprocessed_image\b\b900.jpg,11
.\input\preprocessed_image\b\b395.jpg,11
.\input\preprocessed_image\a\a187.jpg,10
.\input\preprocessed_image\r\r351.jpg,27
.\input\preprocessed_image\p\p4.jpg,25
.\input\preprocessed_image\a\a691.jpg,10
.\input\preprocessed_image\l\l872.jpg,21
.\input\preprocessed_image\z\z919.jpg,35
.\input\preprocessed_image\q\q364.jpg,26
.\input\preprocessed_image\i\i111.jpg,18
.\input\preprocessed_image\c\c753.jpg,12
.\input\preprocessed_image\k\k917.jpg,20
.\input\preprocessed_image\m\m341.jpg,22
.\input\preprocessed_image\e\e561.jpg,14
.\input\preprocessed_image\r\r962.jpg,27
.\input\preprocessed_image\8\8630.jpg,8
.\input\preprocessed_image\x\x203.jpg,33
.\input\preprocessed_image\e\e309.jpg,14
.\input\preprocessed_image\3\3201.jpg,3
.\input\preprocessed_image\d\d329.jpg,13
.\input\preprocessed_image\7\7322.jpg,7
.\input\preprocessed_image\7\7936.jpg,7
.\input\preprocessed_image\f\f225.jpg,15
.\input\preprocessed_image\i\i975.jpg,18
.\input\preprocessed_image\6\6226.jpg,6
.\input\preprocessed_image\k\k711.jpg,20
.\input\preprocessed_image\i\i514.jpg,18
.\input\preprocessed_image\4\4979.jpg,4
.\input\preprocessed_image\x\x38.jpg,33
.\input\preprocessed_image\4\4858.jpg,4
.\input\preprocessed_image\t\t524.jpg,29
.\input\preprocessed_image\8\8423.jpg,8
.\input\preprocessed_image\g\g663.jpg,16
.\input\preprocessed_image\p\p240.jpg,25
.\input\preprocessed_image\c\c886.jpg,12
.\input\preprocessed_image\r\r283.jpg,27
.\input\preprocessed_image\6\6826.jpg,6
.\input\preprocessed_image\x\x694.jpg,33
.\input\preprocessed_image\i\i235.jpg,18
.\input\preprocessed_image\j\j764.jpg,19
.\input\preprocessed_image\9\9448.jpg,9
.\input\preprocessed_image\5\5132.jpg,5
.\input\preprocessed_image\g\g48.jpg,16
.\input\preprocessed_image\f\f329.jpg,15
.\input\preprocessed_image\a\a858.jpg,10
.\input\preprocessed_image\y\y809.jpg,34
.\input\preprocessed_image\g\g428.jpg,16
.\input\preprocessed_image\n\n681.jpg,23
.\input\preprocessed_image\r\r859.jpg,27
.\input\preprocessed_image\l\l150.jpg,21
.\input\preprocessed_image\q\q339.jpg,26
.\input\preprocessed_image\a\a266.jpg,10
.\input\preprocessed_image\6\6334.jpg,6
.\input\preprocessed_image\5\5241.jpg,5
.\input\preprocessed_image\x\x89.jpg,33
.\input\preprocessed_image\i\i793.jpg,18
.\input\preprocessed_image\w\w285.jpg,32
.\input\preprocessed_image\r\r511.jpg,27
.\input\preprocessed_image\a\a151.jpg,10
.\input\preprocessed_image\b\b712.jpg,11
.\input\preprocessed_image\2\2825.jpg,2
.\input\preprocessed_image\w\w315.jpg,32
.\input\preprocessed_image\n\n981.jpg,23
.\input\preprocessed_image\y\y394.jpg,34
.\input\preprocessed_image\h\h700.jpg,17
.\input\preprocessed_image\7\7851.jpg,7
.\input\preprocessed_image\g\g997.jpg,16
.\input\preprocessed_image\p\p25.jpg,25
.\input\preprocessed_image\g\g839.jpg,16
.\input\preprocessed_image\p\p287.jpg,25
.\input\preprocessed_image\t\t451.jpg,29
.\input\preprocessed_image\f\f288.jpg,15
.\input\preprocessed_image\8\8583.jpg,8
.\input\preprocessed_image\j\j339.jpg,19
.\input\preprocessed_image\l\l520.jpg,21
.\input\preprocessed_image\c\c483.jpg,12
.\input\preprocessed_image\7\7755.jpg,7
.\input\preprocessed_image\x\x43.jpg,33
.\input\preprocessed_image\2\2795.jpg,2
.\input\preprocessed_image\r\r149.jpg,27
.\input\preprocessed_image\q\q219.jpg,26
.\input\preprocessed_image\a\a221.jpg,10
.\input\preprocessed_image\x\x650.jpg,33
.\input\preprocessed_image\g\g702.jpg,16
.\input\preprocessed_image\q\q252.jpg,26
.\input\preprocessed_image\5\5201.jpg,5
.\input\preprocessed_image\o\o583.jpg,24
.\input\preprocessed_image\w\w499.jpg,32
.\input\preprocessed_image\e\e449.jpg,14
.\input\preprocessed_image\1\1110.jpg,1
.\input\preprocessed_image\k\k479.jpg,20
.\input\preprocessed_image\g\g800.jpg,16
.\input\preprocessed_image\6\6222.jpg,6
.\input\preprocessed_image\d\d419.jpg,13
.\input\preprocessed_image\w\w787.jpg,32
.\input\preprocessed_image\v\v828.jpg,31
.\input\preprocessed_image\i\i93.jpg,18
.\input\preprocessed_image\l\l604.jpg,21
.\input\preprocessed_image\v\v458.jpg,31
.\input\preprocessed_image\a\a843.jpg,10
.\input\preprocessed_image\8\8857.jpg,8
.\input\preprocessed_image\t\t106.jpg,29
.\input\preprocessed_image\q\q130.jpg,26
.\input\preprocessed_image\2\2203.jpg,2
.\input\preprocessed_image\b\b718.jpg,11
.\input\preprocessed_image\2\2933.jpg,2
.\input\preprocessed_image\s\s736.jpg,28
.\input\preprocessed_image\t\t545.jpg,29
.\input\preprocessed_image\p\p976.jpg,25
.\input\preprocessed_image\k\k688.jpg,20
.\input\preprocessed_image\2\2133.jpg,2
.\input\preprocessed_image\q\q907.jpg,26
.\input\preprocessed_image\0\0868.jpg,0
.\input\preprocessed_image\w\w498.jpg,32
.\input\preprocessed_image\y\y229.jpg,34
.\input\preprocessed_image\e\e540.jpg,14
.\input\preprocessed_image\l\l42.jpg,21
.\input\preprocessed_image\c\c308.jpg,12
.\input\preprocessed_image\d\d161.jpg,13
.\input\preprocessed_image\g\g181.jpg,16
.\input\preprocessed_image\i\i983.jpg,18
.\input\preprocessed_image\4\4632.jpg,4
.\input\preprocessed_image\c\c98.jpg,12
.\input\preprocessed_image\c\c440.jpg,12
.\input\preprocessed_image\6\6816.jpg,6
.\input\preprocessed_image\n\n642.jpg,23
.\input\preprocessed_image\x\x999.jpg,33
.\input\preprocessed_image\x\x918.jpg,33
.\input\preprocessed_image\6\6434.jpg,6
.\input\preprocessed_image\c\c630.jpg,12
.\input\preprocessed_image\d\d328.jpg,13
.\input\preprocessed_image\e\e436.jpg,14
.\input\preprocessed_image\w\w760.jpg,32
.\input\preprocessed_image\l\l313.jpg,21
.\input\preprocessed_image\0\0529.jpg,0
.\input\preprocessed_image\5\5198.jpg,5
.\input\preprocessed_image\s\s209.jpg,28
.\input\preprocessed_image\z\z100.jpg,35
.\input\preprocessed_image\9\9620.jpg,9
.\input\preprocessed_image\u\u110.jpg,30
.\input\preprocessed_image\2\2466.jpg,2
.\input\preprocessed_image\p\p458.jpg,25
.\input\preprocessed_image\v\v944.jpg,31
.\input\preprocessed_image\3\3611.jpg,3
.\input\preprocessed_image\d\d279.jpg,13
.\input\preprocessed_image\e\e637.jpg,14
.\input\preprocessed_image\6\6808.jpg,6
.\input\preprocessed_image\x\x819.jpg,33
.\input\preprocessed_image\4\4129.jpg,4
.\input\preprocessed_image\l\l730.jpg,21
.\input\preprocessed_image\z\z155.jpg,35
.\input\preprocessed_image\8\8345.jpg,8
.\input\preprocessed_image\z\z978.jpg,35
.\input\preprocessed_image\a\a201.jpg,10
.\input\preprocessed_image\m\m998.jpg,22
.\input\preprocessed_image\z\z463.jpg,35
.\input\preprocessed_image\n\n904.jpg,23
.\input\preprocessed_image\n\n485.jpg,23
.\input\preprocessed_image\i\i615.jpg,18
.\input\preprocessed_image\f\f652.jpg,15
.\input\preprocessed_image\b\b433.jpg,11
.\input\preprocessed_image\o\o477.jpg,24
.\input\preprocessed_image\s\s321.jpg,28
.\input\preprocessed_image\g\g414.jpg,16
.\input\preprocessed_image\f\f841.jpg,15
.\input\preprocessed_image\w\w495.jpg,32
.\input\preprocessed_image\l\l570.jpg,21
.\input\preprocessed_image\y\y299.jpg,34
.\input\preprocessed_image\g\g840.jpg,16
.\input\preprocessed_image\z\z596.jpg,35
.\input\preprocessed_image\y\y536.jpg,34
.\input\preprocessed_image\y\y800.jpg,34
.\input\preprocessed_image\k\k375.jpg,20
.\input\preprocessed_image\t\t949.jpg,29
.\input\preprocessed_image\3\3687.jpg,3
.\input\preprocessed_image\i\i46.jpg,18
.\input\preprocessed_image\d\d842.jpg,13
.\input\preprocessed_image\g\g255.jpg,16
.\input\preprocessed_image\o\o25.jpg,24
.\input\preprocessed_image\d\d591.jpg,13
.\input\preprocessed_image\7\7198.jpg,7
.\input\preprocessed_image\u\u853.jpg,30
.\input\preprocessed_image\4\4846.jpg,4
.\input\preprocessed_image\8\8991.jpg,8
.\input\preprocessed_image\z\z943.jpg,35
.\input\preprocessed_image\m\m678.jpg,22
.\input\preprocessed_image\w\w685.jpg,32
.\input\preprocessed_image\z\z541.jpg,35
.\input\preprocessed_image\j\j636.jpg,19
.\input\preprocessed_image\s\s1.jpg,28
.\input\preprocessed_image\f\f457.jpg,15
.\input\preprocessed_image\b\b128.jpg,11
.\input\preprocessed_image\8\8693.jpg,8
.\input\preprocessed_image\h\h838.jpg,17
.\input\preprocessed_image\s\s52.jpg,28
.\input\preprocessed_image\z\z804.jpg,35
.\input\preprocessed_image\1\184.jpg,1
.\input\preprocessed_image\6\6947.jpg,6
.\input\preprocessed_image\x\x263.jpg,33
.\input\preprocessed_image\e\e420.jpg,14
.\input\preprocessed_image\e\e805.jpg,14
.\input\preprocessed_image\8\8488.jpg,8
.\input\preprocessed_image\3\3719.jpg,3
.\input\preprocessed_image\o\o142.jpg,24
.\input\preprocessed_image\e\e497.jpg,14
.\input\preprocessed_image\x\x459.jpg,33
.\input\preprocessed_image\8\8733.jpg,8
.\input\preprocessed_image\9\934.jpg,9
.\input\preprocessed_image\w\w491.jpg,32
.\input\preprocessed_image\n\n869.jpg,23
.\input\preprocessed_image\d\d590.jpg,13
.\input\preprocessed_image\j\j151.jpg,19
.\input\preprocessed_image\r\r900.jpg,27
.\input\preprocessed_image\5\5416.jpg,5
.\input\preprocessed_image\0\0279.jpg,0
.\input\preprocessed_image\v\v752.jpg,31
.\input\preprocessed_image\2\2765.jpg,2
.\input\preprocessed_image\l\l130.jpg,21
.\input\preprocessed_image\q\q418.jpg,26
.\input\preprocessed_image\h\h892.jpg,17
.\input\preprocessed_image\y\y320.jpg,34
.\input\preprocessed_image\w\w580.jpg,32
.\input\preprocessed_image\v\v398.jpg,31
.\input\preprocessed_image\h\h500.jpg,17
